Адр,Знчн,IP,CR,AR,DR,SP,BR,AC,PS,NZVC,Адр,Знчн
418,AF07,419,AF07,418,0007,000,0007,0007,000,0000
419,EEE8,41A,EEE8,402,0007,000,FFE8,0007,000,0000,402,0007
41A,8EE6,41B,8EE6,401,0003,000,0002,0007,000,0000,401,0003
41B,CEF3,40F,CEF3,41B,040F,000,FFF3,0007,000,0000
40F,AAF5,410,AAF5,41F,0430,000,FFF5,0430,000,0000,405,0420
410,EEF3,411,EEF3,404,0430,000,FFF3,0430,000,0000,404,0430
411,AAF2,412,AAF2,430,0001,000,FFF2,0001,000,0000,404,0431
412,F303,416,F303,412,F303,000,0003,0001,000,0000
416,8EEB,417,8EEB,402,0006,000,0005,0001,000,0000,402,0006
417,CEF9,411,CEF9,417,0411,000,FFF9,0001,000,0000
411,AAF2,412,AAF2,431,0002,000,FFF2,0002,000,0000,404,0432
412,F303,416,F303,412,F303,000,0003,0002,000,0000
416,8EEB,417,8EEB,402,0005,000,0004,0002,000,0000,402,0005
417,CEF9,411,CEF9,417,0411,000,FFF9,0002,000,0000
411,AAF2,412,AAF2,432,0003,000,FFF2,0003,000,0000,404,0433
412,F303,416,F303,412,F303,000,0003,0003,000,0000
416,8EEB,417,8EEB,402,0004,000,0003,0003,000,0000,402,0004
417,CEF9,411,CEF9,417,0411,000,FFF9,0003,000,0000
411,AAF2,412,AAF2,433,0004,000,FFF2,0004,000,0000,404,0434
412,F303,416,F303,412,F303,000,0003,0004,000,0000
416,8EEB,417,8EEB,402,0003,000,0002,0004,000,0000,402,0003
417,CEF9,411,CEF9,417,0411,000,FFF9,0004,000,0000
411,AAF2,412,AAF2,434,F001,000,FFF2,F001,008,1000,404,0435
412,F303,413,F303,412,F303,000,0412,F001,008,1000
413,AEEF,414,AEEF,403,0004,000,FFEF,0004,000,0000
414,0700,415,0700,414,0700,000,0414,0005,000,0000
415,EEED,416,EEED,403,0005,000,FFED,0005,000,0000,403,0005
416,8EEB,417,8EEB,402,0002,000,0001,0005,000,0000,402,0002
417,CEF9,411,CEF9,417,0411,000,FFF9,0005,000,0000
411,AAF2,412,AAF2,435,0005,000,FFF2,0005,000,0000,404,0436
412,F303,416,F303,412,F303,000,0003,0005,000,0000
416,8EEB,417,8EEB,402,0001,000,0000,0005,000,0000,402,0001
417,CEF9,411,CEF9,417,0411,000,FFF9,0005,000,0000
411,AAF2,412,AAF2,436,F002,000,FFF2,F002,008,1000,404,0437
412,F303,413,F303,412,F303,000,0412,F002,008,1000
413,AEEF,414,AEEF,403,0005,000,FFEF,0005,000,0000
414,0700,415,0700,414,0700,000,0414,0006,000,0000
415,EEED,416,EEED,403,0006,000,FFED,0006,000,0000,403,0006
416,8EEB,418,8EEB,402,0000,000,FFFF,0006,000,0000,402,0000
418,AF07,419,AF07,418,0007,000,0007,0007,000,0000
419,EEE8,41A,EEE8,402,0007,000,FFE8,0007,000,0000,402,0007
41A,8EE6,41B,8EE6,401,0002,000,0001,0007,000,0000,401,0002
41B,CEF3,40F,CEF3,41B,040F,000,FFF3,0007,000,0000
40F,AAF5,410,AAF5,420,0437,000,FFF5,0437,000,0000,405,0421
410,EEF3,411,EEF3,404,0437,000,FFF3,0437,000,0000,404,0437
411,AAF2,412,AAF2,437,0001,000,FFF2,0001,000,0000,404,0438
412,F303,416,F303,412,F303,000,0003,0001,000,0000
416,8EEB,417,8EEB,402,0006,000,0005,0001,000,0000,402,0006
417,CEF9,411,CEF9,417,0411,000,FFF9,0001,000,0000
411,AAF2,412,AAF2,438,0002,000,FFF2,0002,000,0000,404,0439
412,F303,416,F303,412,F303,000,0003,0002,000,0000
416,8EEB,417,8EEB,402,0005,000,0004,0002,000,0000,402,0005
417,CEF9,411,CEF9,417,0411,000,FFF9,0002,000,0000
411,AAF2,412,AAF2,439,0003,000,FFF2,0003,000,0000,404,043A
412,F303,416,F303,412,F303,000,0003,0003,000,0000
416,8EEB,417,8EEB,402,0004,000,0003,0003,000,0000,402,0004
417,CEF9,411,CEF9,417,0411,000,FFF9,0003,000,0000
411,AAF2,412,AAF2,43A,0004,000,FFF2,0004,000,0000,404,043B
412,F303,416,F303,412,F303,000,0003,0004,000,0000
416,8EEB,417,8EEB,402,0003,000,0002,0004,000,0000,402,0003
417,CEF9,411,CEF9,417,0411,000,FFF9,0004,000,0000
411,AAF2,412,AAF2,43B,F001,000,FFF2,F001,008,1000,404,043C
412,F303,413,F303,412,F303,000,0412,F001,008,1000
413,AEEF,414,AEEF,403,0006,000,FFEF,0006,000,0000
414,0700,415,0700,414,0700,000,0414,0007,000,0000
415,EEED,416,EEED,403,0007,000,FFED,0007,000,0000,403,0007
416,8EEB,417,8EEB,402,0002,000,0001,0007,000,0000,402,0002
417,CEF9,411,CEF9,417,0411,000,FFF9,0007,000,0000
411,AAF2,412,AAF2,43C,0005,000,FFF2,0005,000,0000,404,043D
412,F303,416,F303,412,F303,000,0003,0005,000,0000
416,8EEB,417,8EEB,402,0001,000,0000,0005,000,0000,402,0001
417,CEF9,411,CEF9,417,0411,000,FFF9,0005,000,0000
411,AAF2,412,AAF2,43D,F002,000,FFF2,F002,008,1000,404,043E
412,F303,413,F303,412,F303,000,0412,F002,008,1000
413,AEEF,414,AEEF,403,0007,000,FFEF,0007,000,0000
414,0700,415,0700,414,0700,000,0414,0008,000,0000
415,EEED,416,EEED,403,0008,000,FFED,0008,000,0000,403,0008
416,8EEB,418,8EEB,402,0000,000,FFFF,0008,000,0000,402,0000
418,AF07,419,AF07,418,0007,000,0007,0007,000,0000
419,EEE8,41A,EEE8,402,0007,000,FFE8,0007,000,0000,402,0007
41A,8EE6,41B,8EE6,401,0001,000,0000,0007,000,0000,401,0001
41B,CEF3,40F,CEF3,41B,040F,000,FFF3,0007,000,0000
40F,AAF5,410,AAF5,421,043E,000,FFF5,043E,000,0000,405,0422
410,EEF3,411,EEF3,404,043E,000,FFF3,043E,000,0000,404,043E
411,AAF2,412,AAF2,43E,0001,000,FFF2,0001,000,0000,404,043F
412,F303,416,F303,412,F303,000,0003,0001,000,0000
416,8EEB,417,8EEB,402,0006,000,0005,0001,000,0000,402,0006
417,CEF9,411,CEF9,417,0411,000,FFF9,0001,000,0000
411,AAF2,412,AAF2,43F,0002,000,FFF2,0002,000,0000,404,0440
412,F303,416,F303,412,F303,000,0003,0002,000,0000
416,8EEB,417,8EEB,402,0005,000,0004,0002,000,0000,402,0005
417,CEF9,411,CEF9,417,0411,000,FFF9,0002,000,0000
411,AAF2,412,AAF2,440,0003,000,FFF2,0003,000,0000,404,0441
412,F303,416,F303,412,F303,000,0003,0003,000,0000
416,8EEB,417,8EEB,402,0004,000,0003,0003,000,0000,402,0004
417,CEF9,411,CEF9,417,0411,000,FFF9,0003,000,0000
411,AAF2,412,AAF2,441,0004,000,FFF2,0004,000,0000,404,0442
412,F303,416,F303,412,F303,000,0003,0004,000,0000
416,8EEB,417,8EEB,402,0003,000,0002,0004,000,0000,402,0003
417,CEF9,411,CEF9,417,0411,000,FFF9,0004,000,0000
411,AAF2,412,AAF2,442,F001,000,FFF2,F001,008,1000,404,0443
412,F303,413,F303,412,F303,000,0412,F001,008,1000
413,AEEF,414,AEEF,403,0008,000,FFEF,0008,000,0000
414,0700,415,0700,414,0700,000,0414,0009,000,0000
415,EEED,416,EEED,403,0009,000,FFED,0009,000,0000,403,0009
416,8EEB,417,8EEB,402,0002,000,0001,0009,000,0000,402,0002
417,CEF9,411,CEF9,417,0411,000,FFF9,0009,000,0000
411,AAF2,412,AAF2,443,0005,000,FFF2,0005,000,0000,404,0444
412,F303,416,F303,412,F303,000,0003,0005,000,0000
416,8EEB,417,8EEB,402,0001,000,0000,0005,000,0000,402,0001
417,CEF9,411,CEF9,417,0411,000,FFF9,0005,000,0000
411,AAF2,412,AAF2,444,F002,000,FFF2,F002,008,1000,404,0445
412,F303,413,F303,412,F303,000,0412,F002,008,1000
413,AEEF,414,AEEF,403,0009,000,FFEF,0009,000,0000
414,0700,415,0700,414,0700,000,0414,000A,000,0000
415,EEED,416,EEED,403,000A,000,FFED,000A,000,0000,403,000A
416,8EEB,418,8EEB,402,0000,000,FFFF,000A,000,0000,402,0000
418,AF07,419,AF07,418,0007,000,0007,0007,000,0000
419,EEE8,41A,EEE8,402,0007,000,FFE8,0007,000,0000,402,0007
41A,8EE6,41C,8EE6,401,0000,000,FFFF,0007,000,0000,401,0000
41C,0100,41D,0100,41C,0100,000,041C,0007,000,0000
